ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Cuadrado C.,Vanek J.,603,91,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Labadze I.,Alvarez E.,133,122,6,2,6,2,,,,,,,2,0,Completed,1.6,2.2,1.7,1.85,1.75,1.75,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Luzzi F.,Hrbaty D.,111,20,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Marin J.A.,Stoliarov A.,135,75,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Montanes A.,Voinea A.,101,90,6,4,6,2,,,,,,,2,0,Completed,1.85,1.85,1.8,1.75,1.75,1.75,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Nalbandian D.,Rochus O.,92,77,6,1,6,0,,,,,,,2,0,Completed,1.67,2.05,1.85,1.72,1.75,1.75,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Pless K.,Russell M.,96,88,7,6,6,1,,,,,,,2,0,Completed,2.1,1.65,2.15,1.55,2.1,1.5,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Portas A.,Puerta M.,25,180,6,4,6,2,,,,,,,2,0,Completed,1.5,2.4,1.4,2.45,1.45,2.2,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Robredo T.,Pfeiffer K.,51,629,6,2,3,6,6,2,,,,,2,1,Completed,,,1.05,5.75,1.05,5,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Rosset M.,Medvedev A.,99,139,6,3,2,3,,,,,,,1,0,Retired,2.4,1.5,2.05,1.57,2,1.55,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Sanchez D.,Bastl G.,94,117,6,1,6,2,,,,,,,2,0,Completed,1.3,3.2,1.37,2.7,1.35,2.5,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Sargsian S.,Pioline C.,104,68,7,6,6,1,,,,,,,2,0,Completed,2.6,1.42,2.45,1.43,2.5,1.35,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Savolt A.,Schukin Y.,140,169,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Serrano O.,Davydenko N.,164,106,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Youzhny M.,Popp A.,69,208,6,2,6,4,,,,,,,2,0,Completed,1.22,3.75,1.25,3.1,1.2,3.2,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Rochus C.,103,71,6,4,6,4,,,,,,,2,0,Completed,1.9,1.8,1.83,1.75,1.8,1.7
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Labadze I.,Youzhny M.,133,69,5,7,6,1,6,2,,,,,2,1,Completed,2.3,1.55,2.4,1.45,2.1,1.5
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Marin J.A.,Montanes A.,135,101,3,6,6,3,6,4,,,,,2,1,Completed,2.25,1.55,2.3,1.45,2.3,1.4
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Nalbandian D.,Savolt A.,92,140,6,2,6,1,,,,,,,2,0,Completed,1.38,2.75,1.35,2.6,1.3,2.7
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Portas A.,Rosset M.,25,99,6,1,6,3,,,,,,,2,0,Completed,1.4,2.7,1.35,2.7,1.35,2.5
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Robredo T.,Cuadrado C.,51,603,6,0,6,1,,,,,,,2,0,Completed,1.22,3.75,1.2,3.5,1.15,3.8
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Zabaleta M.,94,103,6,4,6,7,7,5,,,,,2,1,Completed,1.8,1.9,1.62,1.95,1.6,1.9
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Sargsian S.,Pless K.,104,96,6,4,7,5,,,,,,,2,0,Completed,1.9,1.8,1.63,2,1.7,1.8
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,2nd Round,3,Serrano O.,Luzzi F.,164,111,7,6,6,4,,,,,,,2,0,Completed,,,,,,
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,Quarterfinals,3,Nalbandian D.,Serrano O.,92,164,6,2,6,3,,,,,,,2,0,Completed,1.28,3.25,1.3,2.85,1.25,3
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,Quarterfinals,3,Portas A.,Marin J.A.,25,135,6,3,6,1,,,,,,,2,0,Completed,1.48,2.45,1.38,2.5,1.4,2.3
47,Sopot,Idea Prokom Open,23/07/01,International,Outdoor,Clay,Quarterfinals,3,Robredo T.,Labadze I.,51,133,1,6,6,3,6,2,,,,,2,1,Completed,1.33,3,1.3,2.7,1.35,2.5
